"ID","B64 ID","STATE","CITY","NAME","NUM RATINGS","AVG RATINGS","TYPENAME","URL"
"2373","U2Nob29sLTIzNzM=","OR","Albany","Linn-Benton Community College","68","3.15828","School","https://www.ratemyprofessors.com/school?sid=2373"
"2374","U2Nob29sLTIzNzQ=","MT","Crow Agency","Little Big Horn College","1","1","School","https://www.ratemyprofessors.com/school?sid=2374"
"2375","U2Nob29sLTIzNzU=","ND","Fort Totten","Cankdeska Cikana Community College","0","0","School","https://www.ratemyprofessors.com/school?sid=2375"
"2376","U2Nob29sLTIzNzY=","NE","Winnebago","Little Priest Tribal College","0","0","School","https://www.ratemyprofessors.com/school?sid=2376"
"2378","U2Nob29sLTIzNzg=","","","Long Beach City College","243","3.74402","School","https://www.ratemyprofessors.com/school?sid=2378"
"2379","U2Nob29sLTIzNzk=","NY","Commack","Long Island Business Institute","3","2.4","School","https://www.ratemyprofessors.com/school?sid=2379"
"2380","U2Nob29sLTIzODA=","NY","Brooklyn","Long Island College Hospital School of Nursing","1","3","School","https://www.ratemyprofessors.com/school?sid=2380"
"2381","U2Nob29sLTIzODE=","MO","Lee's Summit","Metropolitan Community College-Longview","109","3.02","School","https://www.ratemyprofessors.com/school?sid=2381"
"2382","U2Nob29sLTIzODI=","OH","Elyria","Lorain County Community College","154","3.76","School","https://www.ratemyprofessors.com/school?sid=2382"
"2383","U2Nob29sLTIzODM=","","","Lord Fairfax Community College","62","3.85","School","https://www.ratemyprofessors.com/school?sid=2383"
"2384","U2Nob29sLTIzODQ=","CA","Los Angeles","Los Angeles City College","230","3.27","School","https://www.ratemyprofessors.com/school?sid=2384"
"2385","U2Nob29sLTIzODU=","","","Los Angeles Mission College","116","3.82","School","https://www.ratemyprofessors.com/school?sid=2385"
"2386","U2Nob29sLTIzODY=","CA","Woodland Hills","Los Angeles Pierce College (was Pierce College )","296","3.51","School","https://www.ratemyprofessors.com/school?sid=2386"
"2387","U2Nob29sLTIzODc=","CA","Los Angeles","Los Angeles Southwest College","76","3.18","School","https://www.ratemyprofessors.com/school?sid=2387"
"2388","U2Nob29sLTIzODg=","CA","Los Angeles","Los Angeles Trade Technical College","122","3.7","School","https://www.ratemyprofessors.com/school?sid=2388"
"2389","U2Nob29sLTIzODk=","CA","Valley Glen","Los Angeles Valley College","260","3.24","School","https://www.ratemyprofessors.com/school?sid=2389"
"2390","U2Nob29sLTIzOTA=","CA","Pittsburg","Los Medanos College","100","3.65957","School","https://www.ratemyprofessors.com/school?sid=2390"
"2391","U2Nob29sLTIzOTE=","NC","Louisburg","Louisburg College","7","2.57143","School","https://www.ratemyprofessors.com/school?sid=2391"
"2393","U2Nob29sLTIzOTM=","KY","Louisville","Sullivan College of Technology and Design","4","4.64","School","https://www.ratemyprofessors.com/school?sid=2393"
"2394","U2Nob29sLTIzOTQ=","","","Lower Columbia College","70","3.13","School","https://www.ratemyprofessors.com/school?sid=2394"
"2395","U2Nob29sLTIzOTU=","NM","Las Vegas","Luna Community College","0","0","School","https://www.ratemyprofessors.com/school?sid=2395"
"2396","U2Nob29sLTIzOTY=","AL","Andalusia","Lurleen B. Wallace Community College","7","2.60714","School","https://www.ratemyprofessors.com/school?sid=2396"
"2397","U2Nob29sLTIzOTc=","PA","Nanticoke","Luzerne County Community College","78","3.5","School","https://www.ratemyprofessors.com/school?sid=2397"
"2398","U2Nob29sLTIzOTg=","IL","Chicago","MacCormac College","1","0","School","https://www.ratemyprofessors.com/school?sid=2398"
"2400","U2Nob29sLTI0MDA=","WI","Madison","Madison Area Technical College","121","3.6","School","https://www.ratemyprofessors.com/school?sid=2400"
"2401","U2Nob29sLTI0MDE=","KY","Madisonville","Madisonville Community College","7","3.13","School","https://www.ratemyprofessors.com/school?sid=2401"
"2402","U2Nob29sLTI0MDI=","FL","Bradenton","State College of Florida Manatee-Sarasota","179","3.54363","School","https://www.ratemyprofessors.com/school?sid=2402"
"2403","U2Nob29sLTI0MDM=","CT","Manchester","Manchester Community College","132","3.75","School","https://www.ratemyprofessors.com/school?sid=2403"
"2404","U2Nob29sLTI0MDQ=","PA","Jenkintown","Manor College","15","3.24","School","https://www.ratemyprofessors.com/school?sid=2404"
"2405","U2Nob29sLTI0MDU=","MO","Kansas City","Metropolitan Community College: Maple Woods","58","3.15423","School","https://www.ratemyprofessors.com/school?sid=2405"
"2406","U2Nob29sLTI0MDY=","NY","Albany","Maria College","15","3.31524","School","https://www.ratemyprofessors.com/school?sid=2406"
"2407","U2Nob29sLTI0MDc=","MA","Swampscott","Marian Court College","3","3.11","School","https://www.ratemyprofessors.com/school?sid=2407"
"2408","U2Nob29sLTI0MDg=","CA","San Diego","Kaplan College (was Maric College)","5","2.84","School","https://www.ratemyprofessors.com/school?sid=2408"
"2409","U2Nob29sLTI0MDk=","AL","Marion","Marion Military Institute","14","2.51905","School","https://www.ratemyprofessors.com/school?sid=2409"
"2410","U2Nob29sLTI0MTA=","OH","Marion","Marion Technical College","14","2.55","School","https://www.ratemyprofessors.com/school?sid=2410"
"2411","U2Nob29sLTI0MTE=","IA","Marshalltown","Marshalltown Community College","7","3.94286","School","https://www.ratemyprofessors.com/school?sid=2411"
"2412","U2Nob29sLTI0MTI=","NC","Williamston","Martin Community College","5","3.11","School","https://www.ratemyprofessors.com/school?sid=2412"
"2414","U2Nob29sLTI0MTQ=","MD","Silver Spring","The School of Art + Design at Montgomery College","7","3.83","School","https://www.ratemyprofessors.com/school?sid=2414"
"2415","U2Nob29sLTI0MTU=","CA","Rancho Palos Verdes","Marymount California University","27","3.56","School","https://www.ratemyprofessors.com/school?sid=2415"
"2416","U2Nob29sLTI0MTY=","MA","Wellesley Hills","Massachusetts Bay Community College","72","3.56","School","https://www.ratemyprofessors.com/school?sid=2416"
"2417","U2Nob29sLTI0MTc=","MA","Brookline","New England Institute of Art","16","2.47","School","https://www.ratemyprofessors.com/school?sid=2417"
"2418","U2Nob29sLTI0MTg=","MA","Brockton","Massasoit Community College-Brockton Campus","105","3.54","School","https://www.ratemyprofessors.com/school?sid=2418"
"2419","U2Nob29sLTI0MTk=","NC","Spruce Pine","Mayland Community College","9","3.37","School","https://www.ratemyprofessors.com/school?sid=2419"
"2420","U2Nob29sLTI0MjA=","KY","Maysville","Maysville Community and Technical College","6","3.91667","School","https://www.ratemyprofessors.com/school?sid=2420"
"2421","U2Nob29sLTI0MjE=","PA","Mahanoy City","McCann School of Business","0","0","School","https://www.ratemyprofessors.com/school?sid=2421"
"2422","U2Nob29sLTI0MjI=","PA","Pottsville","McCann School of Business: Pottsville","0","0","School","https://www.ratemyprofessors.com/school?sid=2422"
"2423","U2Nob29sLTI0MjM=","PA","Sunbury","McCann School of Business: Sunbury","1","2.22","School","https://www.ratemyprofessors.com/school?sid=2423"
"2424","U2Nob29sLTI0MjQ=","NC","Marion","McDowell Technical Community College","5","4.33","School","https://www.ratemyprofessors.com/school?sid=2424"
"2425","U2Nob29sLTI0MjU=","IL","Crystal Lake","McHenry County College","127","3.13","School","https://www.ratemyprofessors.com/school?sid=2425"
"2426","U2Nob29sLTI0MjY=","NH","Dover","McIntosh College","0","0","School","https://www.ratemyprofessors.com/school?sid=2426"
"2427","U2Nob29sLTI0Mjc=","TX","Waco","McLennan Community College","153","3.95","School","https://www.ratemyprofessors.com/school?sid=2427"
"2429","U2Nob29sLTI0Mjk=","MN","Eagan","Argosy University","0","0","School","https://www.ratemyprofessors.com/school?sid=2429"
"2431","U2Nob29sLTI0MzE=","","","Merced College","104","3.35278","School","https://www.ratemyprofessors.com/school?sid=2431"
"2432","U2Nob29sLTI0MzI=","NJ","West Windsor","Mercer County Community College","100","3.08","School","https://www.ratemyprofessors.com/school?sid=2432"
"2433","U2Nob29sLTI0MzM=","MS","Meridian","Meridian Community College","15","2.83","School","https://www.ratemyprofessors.com/school?sid=2433"
"2435","U2Nob29sLTI0MzU=","MN","Virginia and Eveleth","Mesabi Range Community and Technical College","6","3.33333","School","https://www.ratemyprofessors.com/school?sid=2435"
"2436","U2Nob29sLTI0MzY=","MO","Cape Girardeau","Metro Business College","0","0","School","https://www.ratemyprofessors.com/school?sid=2436"
"2437","U2Nob29sLTI0Mzc=","MO","Jefferson City","Metro Business College: Jefferson City","0","0","School","https://www.ratemyprofessors.com/school?sid=2437"
"2438","U2Nob29sLTI0Mzg=","MO","Rolla","Metro Business College: Rolla","2","3.22","School","https://www.ratemyprofessors.com/school?sid=2438"
"2439","U2Nob29sLTI0Mzk=","PA","Philadelphia","Metropolitan Career Center","0","0","School","https://www.ratemyprofessors.com/school?sid=2439"
"2440","U2Nob29sLTI0NDA=","NE","Omaha","Metropolitan Community College","90","3.58","School","https://www.ratemyprofessors.com/school?sid=2440"
"2441","U2Nob29sLTI0NDE=","OH","Hamilton","Miami University: Hamilton Campus","59","3.44","School","https://www.ratemyprofessors.com/school?sid=2441"
"2442","U2Nob29sLTI0NDI=","OH","Middletown","Miami University: Middletown Campus","33","3.47576","School","https://www.ratemyprofessors.com/school?sid=2442"
"2443","U2Nob29sLTI0NDM=","OH","Dayton","Miami-Jacobs Career College","3","1.15","School","https://www.ratemyprofessors.com/school?sid=2443"
"2444","U2Nob29sLTI0NDQ=","IN","South Bend","Brown Mackie College --- South Bend","4","2.58","School","https://www.ratemyprofessors.com/school?sid=2444"
"2445","U2Nob29sLTI0NDU=","IN","Fort Wayne","Brown Mackie College --- Fort Wayne","6","3.5","School","https://www.ratemyprofessors.com/school?sid=2445"
"2446","U2Nob29sLTI0NDY=","MI","Harrison","Mid Michigan Community-Harrison College","10","3.92","School","https://www.ratemyprofessors.com/school?sid=2446"
"2447","U2Nob29sLTI0NDc=","NE","North Platte","North Platte Community College","3","3.3","School","https://www.ratemyprofessors.com/school?sid=2447"
"2448","U2Nob29sLTI0NDg=","IN","Jeffersonville","Mid-America College of Funeral Service","3","4.19","School","https://www.ratemyprofessors.com/school?sid=2448"
"2451","U2Nob29sLTI0NTE=","WI","Wisconsin Rapids","Mid-State Technical College","2","3.5","School","https://www.ratemyprofessors.com/school?sid=2451"
"2452","U2Nob29sLTI0NTI=","GA","Macon","Middle Georgia State University (all campuses)","118","3.1","School","https://www.ratemyprofessors.com/school?sid=2452"
"2453","U2Nob29sLTI0NTM=","CT","Middletown","Middlesex Community College","25","3.41","School","https://www.ratemyprofessors.com/school?sid=2453"
"2454","U2Nob29sLTI0NTQ=","MA","Lowell","Middlesex Community College","37","3.39","School","https://www.ratemyprofessors.com/school?sid=2454"
"2455","U2Nob29sLTI0NTU=","TX","Midland","Midland College","21","3.13","School","https://www.ratemyprofessors.com/school?sid=2455"
"2456","U2Nob29sLTI0NTY=","SC","Columbia","Midlands Technical College","162","3.07","School","https://www.ratemyprofessors.com/school?sid=2456"
"2457","U2Nob29sLTI0NTc=","IL","Peoria","Midstate College","7","3.52857","School","https://www.ratemyprofessors.com/school?sid=2457"
"2458","U2Nob29sLTI0NTg=","NY","Latham","Mildred Elley","2","1.4","School","https://www.ratemyprofessors.com/school?sid=2458"
"2459","U2Nob29sLTI0NTk=","MT","Miles City","Miles Community College","2","2.3","School","https://www.ratemyprofessors.com/school?sid=2459"
"2460","U2Nob29sLTI0NjA=","TN","Clarksville","Miller-Motte Technical College","4","2.47","School","https://www.ratemyprofessors.com/school?sid=2460"
"2461","U2Nob29sLTI0NjE=","NC","Wilmington","Miller-Motte Technical College","2","3.3","School","https://www.ratemyprofessors.com/school?sid=2461"
"2462","U2Nob29sLTI0NjI=","","","Milwaukee Area Technical College","81","3.14","School","https://www.ratemyprofessors.com/school?sid=2462"
"2463","U2Nob29sLTI0NjM=","MO","Park Hills","Mineral Area College","17","3.6563","School","https://www.ratemyprofessors.com/school?sid=2463"
"2464","U2Nob29sLTI0NjQ=","MN","Roseville","Minneapolis Business College","4","2.53","School","https://www.ratemyprofessors.com/school?sid=2464"
"2465","U2Nob29sLTI0NjU=","MN","Minneapolis","Minneapolis Community and Technical College","154","3.36","School","https://www.ratemyprofessors.com/school?sid=2465"
"2466","U2Nob29sLTI0NjY=","MN","Richfield","Globe University Minnesota School of Business","1","1.67","School","https://www.ratemyprofessors.com/school?sid=2466"
"2467","U2Nob29sLTI0Njc=","MN","Brooklyn Center","Globe University Minnesota School of Business","2","1.11","School","https://www.ratemyprofessors.com/school?sid=2467"
"2468","U2Nob29sLTI0Njg=","MN","Winona","Minnesota State College - Southeast Technical","12","3.45833","School","https://www.ratemyprofessors.com/school?sid=2468"
"2469","U2Nob29sLTI0Njk=","ND","Bottineau","Dakota College at Bottineau","2","3.35","School","https://www.ratemyprofessors.com/school?sid=2469"
"2470","U2Nob29sLTI0NzA=","CA","Oceanside","MiraCosta College (all)","268","4.04765","School","https://www.ratemyprofessors.com/school?sid=2470"
"2471","U2Nob29sLTI0NzE=","TX","Dallas","Wade College","7","2.75714","School","https://www.ratemyprofessors.com/school?sid=2471"
"2473","U2Nob29sLTI0NzM=","MS","Moorhead","Mississippi Delta Community College","1","2.33","School","https://www.ratemyprofessors.com/school?sid=2473"
"2474","U2Nob29sLTI0NzQ=","MO","St. Louis","Missouri College","1","4.22","School","https://www.ratemyprofessors.com/school?sid=2474"
"2475","U2Nob29sLTI0NzU=","NC","Statesville","Mitchell Community College","48","3.62","School","https://www.ratemyprofessors.com/school?sid=2475"
"2476","U2Nob29sLTI0NzY=","SD","Mitchell","Mitchell Technical Institute","3","2.98333","School","https://www.ratemyprofessors.com/school?sid=2476"
"2477","U2Nob29sLTI0Nzc=","MO","Moberly","Moberly Area Community College","8","3.26","School","https://www.ratemyprofessors.com/school?sid=2477"
"2478","U2Nob29sLTI0Nzg=","CA","North Hollywood","Kaplan College (was Maric College)","3","2.48","School","https://www.ratemyprofessors.com/school?sid=2478"
"2479","U2Nob29sLTI0Nzk=","CA","Modesto","Modesto Junior College","244","3.39144","School","https://www.ratemyprofessors.com/school?sid=2479"
"2480","U2Nob29sLTI0ODA=","AZ","Kingman","Mohave Community College","28","3.92024","School","https://www.ratemyprofessors.com/school?sid=2480"
"2481","U2Nob29sLTI0ODE=","NY","Utica","Mohawk Valley Community College","81","3.24","School","https://www.ratemyprofessors.com/school?sid=2481"
"2482","U2Nob29sLTI0ODI=","NY","Bronx","Monroe College","52","3.8274","School","https://www.ratemyprofessors.com/school?sid=2482"
"2483","U2Nob29sLTI0ODM=","MI","Monroe","Monroe County Community College","63","3.63","School","https://www.ratemyprofessors.com/school?sid=2483"
"2484","U2Nob29sLTI0ODQ=","MD","Germantown","Montgomery College - Germantown Campus","67","3.73731","School","https://www.ratemyprofessors.com/school?sid=2484"
"2485","U2Nob29sLTI0ODU=","MD","Rockville","Montgomery College: Rockville Campus","241","3.27355","School","https://www.ratemyprofessors.com/school?sid=2485"
"2486","U2Nob29sLTI0ODY=","MD","Takoma Park","Montgomery College - Takoma Park/Silver Spring Campus","64","3.29957","School","https://www.ratemyprofessors.com/school?sid=2486"
"2487","U2Nob29sLTI0ODc=","NC","Troy","Montgomery Community College","4","0","School","https://www.ratemyprofessors.com/school?sid=2487"
"2488","U2Nob29sLTI0ODg=","PA","Blue Bell","Montgomery County Community College (all)","184","3.77","School","https://www.ratemyprofessors.com/school?sid=2488"
"2489","U2Nob29sLTI0ODk=","WI","Fond du Lac","Moraine Park Technical College","8","3.14583","School","https://www.ratemyprofessors.com/school?sid=2489"
"2490","U2Nob29sLTI0OTA=","IL","Palos Hills","Moraine Valley Community College","306","4.00973","School","https://www.ratemyprofessors.com/school?sid=2490"
"2491","U2Nob29sLTI0OTE=","CO","Fort Morgan","Morgan Community College","3","2.3","School","https://www.ratemyprofessors.com/school?sid=2491"
"2492","U2Nob29sLTI0OTI=","IL","Morrison","Morrison Institute of Technology","2","0","School","https://www.ratemyprofessors.com/school?sid=2492"
"2493","U2Nob29sLTI0OTM=","IL","Cicero","Morton College","62","3.31","School","https://www.ratemyprofessors.com/school?sid=2493"
"2494","U2Nob29sLTI0OTQ=","TN","Tullahoma","Motlow State Community College","35","4.04","School","https://www.ratemyprofessors.com/school?sid=2494"
"2495","U2Nob29sLTI0OTU=","OR","Gresham","Mt. Hood Community College","186","3.44","School","https://www.ratemyprofessors.com/school?sid=2495"
"2497","U2Nob29sLTI0OTc=","CA","San Jacinto","Mt. San Jacinto College (all campuses)","204","3.27","School","https://www.ratemyprofessors.com/school?sid=2497"
"2498","U2Nob29sLTI0OTg=","MA","Gardner","Mount Wachusett Community College","50","3.674","School","https://www.ratemyprofessors.com/school?sid=2498"
"2499","U2Nob29sLTI0OTk=","VA","Big Stone Gap","Mountain Empire Community College","14","3.52","School","https://www.ratemyprofessors.com/school?sid=2499"
"2501","U2Nob29sLTI1MDE=","TX","Oak Cliff","Dallas College - Mountain View Campus","101","3.94815","School","https://www.ratemyprofessors.com/school?sid=2501"
"2502","U2Nob29sLTI1MDI=","UT","Salt Lake City","Mountain West College","0","0","School","https://www.ratemyprofessors.com/school?sid=2502"
"2503","U2Nob29sLTI1MDM=","CA","Sacramento","MTI College of Business and Technology","3","4.44","School","https://www.ratemyprofessors.com/school?sid=2503"
"2505","U2Nob29sLTI1MDU=","OK","Tishomingo","Murray State College","12","3.72","School","https://www.ratemyprofessors.com/school?sid=2505"
"2506","U2Nob29sLTI1MDY=","IA","Muscatine","Muscatine Community College","10","2.9","School","https://www.ratemyprofessors.com/school?sid=2506"
"2508","U2Nob29sLTI1MDg=","","","Napa Valley College","95","3.26","School","https://www.ratemyprofessors.com/school?sid=2508"
"2509","U2Nob29sLTI1MDk=","","","Nash Community College","14","3.7","School","https://www.ratemyprofessors.com/school?sid=2509"
"2510","U2Nob29sLTI1MTA=","TN","Nashville","Nashville Auto-Diesel College","0","0","School","https://www.ratemyprofessors.com/school?sid=2510"
"2512","U2Nob29sLTI1MTI=","KY","Lexington","National College","0","0","School","https://www.ratemyprofessors.com/school?sid=2512"
"2513","U2Nob29sLTI1MTM=","VA","Bluefield","National College: Bluefield","0","0","School","https://www.ratemyprofessors.com/school?sid=2513"
"2514","U2Nob29sLTI1MTQ=","VA","Charlottesville","National College: Charlottesville","0","0","School","https://www.ratemyprofessors.com/school?sid=2514"
"2515","U2Nob29sLTI1MTU=","VA","Danville","National College: Danville","0","0","School","https://www.ratemyprofessors.com/school?sid=2515"
"2516","U2Nob29sLTI1MTY=","KY","Florence","American National University: Florence","1","4.89","School","https://www.ratemyprofessors.com/school?sid=2516"
"2517","U2Nob29sLTI1MTc=","VA","Harrisonburg","National College: Harrisonburg","2","2.28","School","https://www.ratemyprofessors.com/school?sid=2517"
"2518","U2Nob29sLTI1MTg=","VA","Lynchburg","National College: Lynchburg","1","1.22","School","https://www.ratemyprofessors.com/school?sid=2518"
"2519","U2Nob29sLTI1MTk=","VA","Martinsville","National College: Martinsville","0","0","School","https://www.ratemyprofessors.com/school?sid=2519"
"2520","U2Nob29sLTI1MjA=","KY","Pikeville","National College: Pikeville Campus","0","0","School","https://www.ratemyprofessors.com/school?sid=2520"
"2523","U2Nob29sLTI1MjM=","CA","Long Beach","Wyotech","1","4.67","School","https://www.ratemyprofessors.com/school?sid=2523"
"2524","U2Nob29sLTI1MjQ=","CT","Waterbury","Naugatuck Valley Community College","142","3.4","School","https://www.ratemyprofessors.com/school?sid=2524"
"2525","U2Nob29sLTI1MjU=","TX","Corsicana","Navarro College","26","2.82","School","https://www.ratemyprofessors.com/school?sid=2525"
"2526","U2Nob29sLTI1MjY=","NE","Omaha","Kaplan University","1","4.78","School","https://www.ratemyprofessors.com/school?sid=2526"
"2527","U2Nob29sLTI1Mjc=","NE","Curtis","Nebraska College of Technical Agriculture","12","3.31","School","https://www.ratemyprofessors.com/school?sid=2527"
"2528","U2Nob29sLTI1Mjg=","NE","Macy","Nebraska Indian Community College","1","3.67","School","https://www.ratemyprofessors.com/school?sid=2528"
"2530","U2Nob29sLTI1MzA=","KS","Chanute","Neosho County Community College","9","3.31","School","https://www.ratemyprofessors.com/school?sid=2530"
"2531","U2Nob29sLTI1MzE=","PA","Pulaski","New Castle School of Trades","0","0","School","https://www.ratemyprofessors.com/school?sid=2531"
"2532","U2Nob29sLTI1MzI=","MA","Boston","New England College of Business","0","0","School","https://www.ratemyprofessors.com/school?sid=2532"
"2533","U2Nob29sLTI1MzM=","VT","Montpelier","New England Culinary Institute","6","3.6","School","https://www.ratemyprofessors.com/school?sid=2533"
"2534","U2Nob29sLTI1MzQ=","FL","West Palm Beach","Lincoln College of Technology","0","0","School","https://www.ratemyprofessors.com/school?sid=2534"
"2535","U2Nob29sLTI1MzU=","ME","Bangor","New England School of Communications","3","3.33","School","https://www.ratemyprofessors.com/school?sid=2535"
"2537","U2Nob29sLTI1Mzc=","NH","Laconia","Lakes Region Community College","4","3.53","School","https://www.ratemyprofessors.com/school?sid=2537"
"2539","U2Nob29sLTI1Mzk=","NH","Concord","NHTI, Concord's Community College","26","3.65","School","https://www.ratemyprofessors.com/school?sid=2539"
"2540","U2Nob29sLTI1NDA=","NM","Hobbs","New Mexico Junior College","11","3.24","School","https://www.ratemyprofessors.com/school?sid=2540"
"2541","U2Nob29sLTI1NDE=","NM","Roswell","New Mexico Military Institute","15","2.99","School","https://www.ratemyprofessors.com/school?sid=2541"
"2542","U2Nob29sLTI1NDI=","NM","Alamogordo","New Mexico State University at Alamogordo","5","3.2","School","https://www.ratemyprofessors.com/school?sid=2542"
"2543","U2Nob29sLTI1NDM=","NM","Carlsbad","New Mexico State University at Carlsbad","1","3.78","School","https://www.ratemyprofessors.com/school?sid=2543"
"2544","U2Nob29sLTI1NDQ=","NM","Grants","New Mexico State University at Grants","1","4.11","School","https://www.ratemyprofessors.com/school?sid=2544"
"2545","U2Nob29sLTI1NDU=","VA","Dublin","New River Community College","27","3.47","School","https://www.ratemyprofessors.com/school?sid=2545"
"2546","U2Nob29sLTI1NDY=","NY","New York","New York Career Institute","1","2.67","School","https://www.ratemyprofessors.com/school?sid=2546"
"2548","U2Nob29sLTI1NDg=","PA","Lower Burrell","Newport Business Institute","0","0","School","https://www.ratemyprofessors.com/school?sid=2548"
"2549","U2Nob29sLTI1NDk=","NY","Sanborn","Niagara County Community College","75","3.07333","School","https://www.ratemyprofessors.com/school?sid=2549"
"2550","U2Nob29sLTI1NTA=","WI","Rhinelander","Nicolet Area Technical College","5","3.13","School","https://www.ratemyprofessors.com/school?sid=2550"
"2551","U2Nob29sLTI1NTE=","MN","Bloomington","Normandale Community College","219","3.69","School","https://www.ratemyprofessors.com/school?sid=2551"
"2552","U2Nob29sLTI1NTI=","AR","Harrison","North Arkansas College","20","3.48278","School","https://www.ratemyprofessors.com/school?sid=2552"
"2553","U2Nob29sLTI1NTM=","MO","Trenton","North Central Missouri College","8","3.1975","School","https://www.ratemyprofessors.com/school?sid=2553"
"2554","U2Nob29sLTI1NTQ=","OH","Mansfield","North Central State College","19","3.1","School","https://www.ratemyprofessors.com/school?sid=2554"
"2555","U2Nob29sLTI1NTU=","TX","Gainesville","North Central Texas College","19","3.32","School","https://www.ratemyprofessors.com/school?sid=2555"
"2556","U2Nob29sLTI1NTY=","NY","Saranac Lake","North Country Community College","1","2.44","School","https://www.ratemyprofessors.com/school?sid=2556"
"2557","U2Nob29sLTI1NTc=","ND","Fargo","North Dakota State College of Science","13","3.16","School","https://www.ratemyprofessors.com/school?sid=2557"
"2558","U2Nob29sLTI1NTg=","","","North Florida College","9","3.72","School","https://www.ratemyprofessors.com/school?sid=2558"
"2560","U2Nob29sLTI1NjA=","MN","Brooklyn Park","North Hennepin Community College","97","3.69","School","https://www.ratemyprofessors.com/school?sid=2560"
"2561","U2Nob29sLTI1NjE=","","","North Idaho College","153","3.3847","School","https://www.ratemyprofessors.com/school?sid=2561"
"2562","U2Nob29sLTI1NjI=","IA","Mason City","North Iowa Area Community College","18","3.47","School","https://www.ratemyprofessors.com/school?sid=2562"
"2563","U2Nob29sLTI1NjM=","TX","Irving","Dallas College - North Lake Campus","123","3.71123","School","https://www.ratemyprofessors.com/school?sid=2563"
"2564","U2Nob29sLTI1NjQ=","WA","Seattle","North Seattle College","74","3.34","School","https://www.ratemyprofessors.com/school?sid=2564"
"2565","U2Nob29sLTI1NjU=","MA","Danvers","North Shore Community College","72","3.65972","School","https://www.ratemyprofessors.com/school?sid=2565"
"2566","U2Nob29sLTI1NjY=","PA","Bethlehem","Northampton Community College","176","3.66259","School","https://www.ratemyprofessors.com/school?sid=2566"
"2567","U2Nob29sLTI1Njc=","WI","Wausau","Northcentral Technical College","13","3.97","School","https://www.ratemyprofessors.com/school?sid=2567"
"2568","U2Nob29sLTI1Njg=","AL","Rainsville","Northeast Alabama Community College","33","3.65","School","https://www.ratemyprofessors.com/school?sid=2568"
"2569","U2Nob29sLTI1Njk=","NE","Norfolk","Northeast Community College","8","2.1","School","https://www.ratemyprofessors.com/school?sid=2569"
"2570","U2Nob29sLTI1NzA=","IA","Calmar","Northeast Iowa Community College","4","3.72","School","https://www.ratemyprofessors.com/school?sid=2570"
"2571","U2Nob29sLTI1NzE=","MS","Booneville","Northeast Mississippi Community College","18","3.28838","School","https://www.ratemyprofessors.com/school?sid=2571"
"2572","U2Nob29sLTI1NzI=","TN","Blountville","Northeast State Community College","141","3.67","School","https://www.ratemyprofessors.com/school?sid=2572"
"2573","U2Nob29sLTI1NzM=","TX","Mount Pleasant","Northeast Texas Community College","18","3.35","School","https://www.ratemyprofessors.com/school?sid=2573"
"2574","U2Nob29sLTI1NzQ=","WI","Green Bay","Northeast Wisconsin Technical College","33","3.34","School","https://www.ratemyprofessors.com/school?sid=2574"
"2575","U2Nob29sLTI1NzU=","CO","Sterling","Northeastern Junior College","5","3.52667","School","https://www.ratemyprofessors.com/school?sid=2575"
"2576","U2Nob29sLTI1NzY=","MA","Haverhill","Northern Essex Community College","70","3.76","School","https://www.ratemyprofessors.com/school?sid=2576"
"2577","U2Nob29sLTI1Nzc=","ME","Presque Isle","Northern Maine Community College","2","2.6","School","https://www.ratemyprofessors.com/school?sid=2577"
"2578","U2Nob29sLTI1Nzg=","NM","Espanola","Northern New Mexico College","8","2.85","School","https://www.ratemyprofessors.com/school?sid=2578"
"2579","U2Nob29sLTI1Nzk=","OK","Tonkawa","Northern Oklahoma College","6","1.83","School","https://www.ratemyprofessors.com/school?sid=2579"
"2580","U2Nob29sLTI1ODA=","MN","Thief River Falls","Northland Community and Technical College","2","3.8","School","https://www.ratemyprofessors.com/school?sid=2580"
"2581","U2Nob29sLTI1ODE=","AZ","Holbrook","Northland Pioneer College","15","3.03","School","https://www.ratemyprofessors.com/school?sid=2581"
"2582","U2Nob29sLTI1ODI=","WA","Auburn","Northwest Aviation College","0","0","School","https://www.ratemyprofessors.com/school?sid=2582"
"2583","U2Nob29sLTI1ODM=","WY","Powell","Northwest College","21","3.75","School","https://www.ratemyprofessors.com/school?sid=2583"
"2584","U2Nob29sLTI1ODQ=","WA","Bellingham","Northwest Indian College","3","1.56","School","https://www.ratemyprofessors.com/school?sid=2584"
"2585","U2Nob29sLTI1ODU=","IA","Sheldon","Northwest Iowa Community College","2","4.89","School","https://www.ratemyprofessors.com/school?sid=2585"
"2586","U2Nob29sLTI1ODY=","MS","Senatobia","Northwest Mississippi Community College","24","2.955","School","https://www.ratemyprofessors.com/school?sid=2586"
"2587","U2Nob29sLTI1ODc=","WA","Portland","Northwest School of Wooden Boatbuilding","0","0","School","https://www.ratemyprofessors.com/school?sid=2587"
"2588","U2Nob29sLTI1ODg=","OH","Archbold","Northwest State Community College","30","3.36","School","https://www.ratemyprofessors.com/school?sid=2588"
"2589","U2Nob29sLTI1ODk=","MN","Bemidji","Northwest Technical College","3","2.28","School","https://www.ratemyprofessors.com/school?sid=2589"
"2590","U2Nob29sLTI1OTA=","MN","Eden Prairie","Northwest Technical Institute","0","0","School","https://www.ratemyprofessors.com/school?sid=2590"
